age,workclass,fnlwgt,education-num,marital-status,occupation,race,sex,capital-gain,capital-loss,hours-per-week,income
33,2,200246,10,3,9,4,1,0,0,40,0
38,2,166585,13,0,3,4,0,0,0,55,0
21,2,335570,10,4,6,4,1,0,0,30,0
39,2,53569,11,2,2,4,1,0,0,40,0
50,2,167065,13,2,3,4,1,0,0,40,1
32,2,113364,10,4,0,4,1,0,0,30,0
40,0,219266,9,2,3,4,1,0,0,40,1
58,0,200042,10,2,3,4,1,15024,0,40,1
20,2,205975,9,4,0,4,0,0,0,20,0
56,2,65325,13,2,0,4,1,0,0,50,0
30,1,194740,13,2,10,4,1,0,0,40,0
39,2,99065,10,0,3,4,0,0,0,39,0
25,2,212793,12,4,9,4,1,0,0,50,1
33,2,112941,9,2,6,4,1,0,0,40,1
41,5,187322,13,4,9,4,1,0,0,40,0
50,2,283676,10,0,2,4,1,0,0,40,0
44,2,173682,10,2,13,4,1,0,0,40,0
27,2,168470,13,4,3,4,1,0,0,40,0
27,2,186454,13,4,9,1,1,13550,0,40,1
58,2,141807,3,2,6,4,1,0,0,40,0
25,2,245628,10,4,12,4,1,0,0,15,0
31,2,264864,9,2,6,0,0,0,0,40,0
39,2,262841,9,2,3,4,1,0,0,50,1
55,2,37438,11,2,2,4,1,0,0,40,1
22,2,170800,11,4,7,4,0,0,0,12,0
44,2,152150,12,5,3,4,1,0,0,40,0
44,2,159580,8,0,13,4,0,0,0,40,0
61,2,477209,4,2,4,4,1,0,0,54,0
32,2,70985,11,2,6,4,1,0,0,40,0
35,2,241998,13,2,3,4,1,0,0,45,1
28,2,249541,10,2,2,4,1,0,0,40,0
57,2,135339,13,2,3,1,1,0,0,40,1
32,2,44675,16,2,9,4,1,0,0,65,1
46,5,247992,4,4,7,2,0,0,0,40,0
26,4,221626,9,2,7,4,0,0,1579,20,0
43,3,48087,9,2,2,4,1,0,0,40,0
62,1,114045,9,0,7,4,0,0,0,35,0
60,5,69251,14,2,9,1,1,0,0,38,1
67,2,192670,9,0,11,4,0,0,0,20,0
19,2,268392,9,4,11,2,0,0,0,30,0
48,2,431513,6,2,2,4,1,0,0,65,1
19,5,37332,9,4,0,4,0,0,0,20,0
19,2,35865,10,4,7,4,0,0,0,30,0
43,2,183891,9,0,3,4,0,0,0,40,0
31,2,150309,16,2,9,4,0,0,0,90,0
65,2,93318,10,2,3,4,0,0,0,45,0
32,2,171814,9,4,6,4,0,0,0,40,0
36,5,183735,14,2,9,4,1,0,0,40,1
41,2,353541,9,2,6,4,1,0,0,40,0
33,1,152351,10,2,10,4,1,3908,0,40,0
34,2,345705,13,2,11,4,1,0,1977,50,1
27,2,223751,10,4,2,4,1,0,0,45,0
75,3,164570,7,4,3,4,1,0,0,50,0
51,2,110747,9,2,2,4,1,0,1887,40,1
47,2,34458,9,2,4,4,1,0,0,40,0
31,2,254293,10,4,9,4,1,0,0,40,0
40,2,270147,14,4,3,4,0,0,0,40,1
48,2,195491,9,0,11,4,0,0,0,30,0
36,1,255454,13,4,10,2,1,0,0,40,0
18,2,126125,9,4,7,4,1,0,0,20,0
33,2,618191,9,4,3,4,0,0,0,40,0
34,2,163110,14,2,11,4,1,0,0,40,0
51,2,145409,10,2,2,4,1,3103,0,48,1
39,5,235379,12,0,9,4,0,0,0,40,0
20,2,55465,9,4,7,4,1,0,0,35,0
67,1,181220,10,0,0,2,0,0,0,20,0
42,2,26672,11,4,0,4,0,0,0,60,0
59,2,98361,7,2,6,4,1,0,0,40,0
31,1,219883,9,4,10,2,1,0,0,40,0
19,2,376683,10,4,7,2,0,2036,0,30,0
47,2,33865,10,0,3,4,0,0,0,48,0
68,2,168794,4,2,7,4,1,0,0,30,0
30,2,94245,10,2,5,4,1,0,0,40,0
34,2,34572,9,4,5,4,1,0,0,60,0
49,2,348751,4,2,6,4,1,0,0,40,0
38,2,65382,10,2,2,4,1,0,0,40,1
60,2,116707,10,2,11,4,1,7298,0,40,1
51,2,178054,10,2,11,4,1,0,0,40,1
24,2,140001,13,4,0,4,1,0,0,40,0
18,2,166889,10,4,5,2,0,0,1602,35,0
24,2,117789,13,4,3,4,0,0,0,40,0
21,2,238917,3,2,7,4,1,0,0,40,0
48,1,242923,9,2,12,4,0,0,1848,40,1
52,1,330799,5,2,7,4,0,0,0,40,0
48,2,209460,9,0,5,4,1,0,0,40,0
40,0,75313,13,2,9,4,1,7688,0,66,1
20,2,184779,10,4,12,4,0,0,0,20,0
31,2,139000,9,0,11,4,0,0,0,25,0
30,2,361742,10,2,3,4,1,0,0,50,0
30,2,260782,9,4,2,4,1,0,0,40,0
51,2,203435,9,4,5,4,0,0,0,40,0
29,2,100579,11,0,3,4,0,0,0,40,0
56,4,356067,14,4,11,4,1,0,0,16,0
46,2,87250,13,5,12,4,0,0,0,40,0
41,2,264663,10,5,9,4,0,0,3900,40,0
29,2,255817,3,4,7,4,0,0,0,40,0
48,4,243631,9,2,3,1,1,0,0,30,0
34,3,544268,9,0,11,4,0,0,0,50,0
42,4,98061,11,2,3,4,1,0,0,50,0
25,2,95691,9,4,7,4,0,0,0,30,0
47,2,145868,7,0,7,2,0,0,0,40,0
23,2,65038,9,4,11,4,1,0,0,40,0
43,1,227734,11,2,13,4,1,0,0,22,0
19,1,176831,10,4,7,2,0,0,0,35,0
22,2,211678,9,4,5,4,1,0,0,40,0
40,1,157240,13,0,9,4,0,0,0,70,0
41,4,145441,11,2,2,4,1,0,0,40,0
71,3,66624,13,2,3,4,1,0,2392,60,1
42,2,76487,9,2,0,4,1,0,0,45,0
31,5,557853,13,4,0,4,1,0,0,47,0
58,4,118253,9,2,4,4,1,0,0,70,0
36,2,146625,7,6,7,2,0,0,0,12,0
31,2,174201,9,2,13,4,1,0,0,65,0
41,2,121130,9,4,0,4,0,0,0,40,0
35,2,385847,10,2,2,4,1,0,0,40,0
28,2,114158,13,4,9,4,0,0,0,15,0
27,2,381789,8,2,4,4,1,0,0,55,0
17,2,82041,7,4,5,4,1,0,0,40,0
35,4,115618,9,0,11,4,1,0,0,50,1
45,4,106110,10,2,7,4,0,0,0,99,0
44,2,267521,13,0,0,4,0,0,0,40,0
27,2,90692,11,4,7,1,0,0,0,40,0
51,2,57101,5,2,2,4,1,0,0,40,0
49,2,236913,9,6,7,4,0,0,0,45,0
64,4,388625,6,2,9,4,1,0,0,10,1
54,4,261207,4,0,13,4,1,0,0,45,0
43,2,245487,9,2,2,3,1,0,0,40,0
32,2,262153,9,0,2,4,1,0,0,35,0
36,2,225516,12,4,11,2,1,10520,0,43,1
26,4,68729,9,4,11,1,1,0,0,50,1
37,2,126954,13,2,3,4,1,0,0,50,1
38,2,85074,12,0,0,4,0,0,0,40,0
26,2,383306,8,2,2,4,1,0,0,40,0
50,2,128143,13,2,2,4,1,0,1887,50,1
47,2,185041,10,2,2,4,1,7298,0,40,1
42,2,99373,9,0,6,4,0,0,0,40,0
66,1,157942,9,6,13,2,0,0,0,40,0
43,2,241928,9,5,0,2,0,0,0,32,0
37,2,348739,13,2,9,4,1,0,0,45,1
37,2,95654,6,0,3,4,0,0,0,35,0
25,2,367306,10,4,12,4,0,0,0,40,0
29,2,270421,13,2,2,4,1,0,0,50,1
50,4,156951,12,2,6,4,1,3103,0,40,1
42,5,39239,14,4,9,4,1,0,0,70,0
32,2,72744,9,4,2,4,1,0,0,40,0
42,5,367292,10,2,10,4,1,0,0,40,1
41,4,408498,9,2,3,4,1,0,0,50,0
25,2,361493,13,4,11,4,1,3325,0,40,0
65,3,157403,9,2,11,4,1,0,0,50,0
32,2,231263,10,2,6,4,1,0,0,50,0
32,2,244147,9,4,2,4,1,0,0,10,0
24,2,220944,10,2,2,4,1,0,0,60,0
51,0,314007,9,0,3,4,0,0,0,40,0
28,2,33374,7,3,7,4,0,0,0,35,0
32,3,345489,10,2,3,4,1,0,0,55,1
77,2,83601,15,2,3,4,1,0,0,40,0
47,2,162302,9,0,0,4,0,0,0,20,0
26,2,112847,9,4,5,4,1,0,0,40,0
20,2,147344,10,4,5,4,1,0,0,20,0
57,5,183657,10,2,9,2,1,0,0,35,1
40,2,130760,16,2,9,4,1,0,0,45,0
50,2,163948,14,2,11,4,1,0,0,40,1
19,2,316797,4,2,5,4,1,0,0,45,0
54,0,332243,8,2,0,4,1,0,0,40,0
51,1,195844,10,2,10,4,1,0,0,40,1
51,1,387250,13,2,0,4,1,0,0,50,1
38,5,188303,10,2,10,4,1,7688,0,40,1
17,2,178953,8,4,11,4,0,0,0,20,0
32,2,398988,13,4,3,4,1,0,0,40,0
29,2,535978,10,2,2,4,1,0,0,45,0
42,2,296982,10,0,11,4,1,0,0,40,0
40,2,231991,9,0,3,4,0,0,0,40,0
27,2,295799,10,2,2,4,1,0,0,40,0
22,5,201569,13,4,9,4,0,0,0,20,0
58,2,193568,7,6,7,4,0,0,0,40,0
61,2,97128,13,2,11,4,1,0,0,45,1
42,2,203393,13,2,2,2,0,0,0,35,1
49,2,138370,14,3,10,1,1,0,0,40,0
41,3,120277,13,2,3,4,1,0,0,40,0
43,2,91949,9,0,6,2,0,0,0,40,0
46,2,228372,13,0,11,4,1,0,0,40,1
28,2,132191,9,2,13,4,1,0,0,45,1
39,4,274683,10,2,11,4,1,7688,0,50,1
50,1,196307,10,2,2,4,1,7688,0,40,1
57,2,195835,10,3,0,4,1,0,0,40,0
47,2,185399,9,2,7,4,0,0,0,38,0
79,4,103684,9,2,4,4,1,0,0,40,0
40,2,140559,9,2,8,4,0,0,0,45,0
35,0,110188,13,2,9,1,1,0,0,40,0
35,1,668319,13,2,3,4,1,0,1740,80,0
30,2,112358,13,2,7,4,1,0,0,60,1
26,2,151810,6,4,4,2,1,0,0,40,0
49,2,48120,9,4,13,2,0,1506,0,40,0
48,2,144844,9,2,2,4,1,0,0,40,0
22,2,205839,10,4,7,4,1,0,0,45,0
22,2,113760,7,4,7,4,0,0,0,30,0
50,2,138358,6,5,0,2,0,0,0,47,0
47,4,216657,9,2,4,4,1,0,0,60,0
36,2,278576,9,2,13,4,1,0,0,50,0
44,2,174373,12,2,2,4,1,0,0,40,1
73,2,220019,5,6,7,4,0,0,0,9,0
34,2,303867,13,2,9,4,1,0,0,40,1
37,2,154210,10,2,2,1,1,0,0,40,0
46,2,202560,10,2,0,4,0,0,0,40,1
29,2,423024,3,2,4,4,1,0,0,40,0
24,2,206671,11,2,2,4,1,0,0,40,0
29,5,245310,10,4,9,4,1,0,0,35,0
18,2,31983,8,4,0,4,0,0,0,20,0
41,2,124956,13,0,3,2,0,0,0,90,1
59,2,118358,9,2,2,4,1,0,0,40,1
27,2,491421,3,4,4,4,1,0,0,50,0
50,2,151580,12,2,2,4,1,0,0,45,0
25,2,248990,2,4,6,4,1,0,0,24,0
42,2,157425,13,0,3,4,0,0,0,45,0
36,2,221650,10,2,2,4,1,0,0,40,0
62,2,88055,10,2,0,4,1,0,0,60,1
71,2,216608,11,4,0,4,0,0,0,40,0
38,2,682947,13,0,3,4,1,0,0,55,1
44,2,228124,9,3,0,2,0,0,0,40,0
49,4,171540,10,2,4,4,1,0,0,60,0
60,3,210827,13,2,9,4,1,7688,0,40,1
28,4,410351,9,2,3,4,1,0,0,40,0
26,2,163747,13,4,11,4,0,0,0,55,0
18,2,108892,7,4,5,4,1,0,0,12,0
43,2,180096,11,2,2,4,1,0,0,50,1
65,1,153890,8,6,3,4,1,2009,0,44,0
23,2,117480,6,4,2,4,1,0,0,44,0
21,2,163333,10,4,7,4,0,0,0,35,0
20,4,306710,9,4,4,4,1,0,0,40,0
19,2,150553,10,4,11,1,0,0,0,18,0
77,2,123959,9,6,0,4,0,0,0,32,0
32,2,24961,11,2,12,4,1,0,0,40,0
37,1,327120,10,2,13,4,1,0,0,30,0
29,4,33798,9,2,13,4,1,0,0,45,0
59,2,81929,16,2,9,4,1,0,2415,45,1
22,2,298489,10,4,2,4,1,0,0,40,0
31,2,144064,9,2,2,4,1,0,0,48,1
59,4,195835,9,2,11,4,1,0,0,60,0
29,0,184723,10,4,7,4,0,0,0,40,1
56,2,265086,9,2,2,4,1,0,0,50,1
19,2,235909,10,4,0,4,0,0,0,20,0
37,2,42645,9,2,4,4,1,0,0,40,0
58,5,279878,14,2,3,4,1,0,0,40,1
41,2,104892,14,2,3,4,1,0,0,40,1
29,2,137063,9,4,11,4,1,0,0,38,0
38,4,58972,9,2,3,4,1,0,0,50,0
36,2,126675,14,2,9,4,1,0,1977,50,1
19,2,286435,10,4,2,4,1,594,0,40,0
46,2,191389,9,2,3,4,0,0,0,28,1
42,2,183241,14,2,9,4,0,0,0,45,1
29,2,91547,10,4,11,4,0,0,0,40,0
42,2,52781,13,2,9,4,1,7688,0,40,1
29,2,210959,12,2,0,4,1,0,0,40,0
47,2,365516,14,0,9,4,0,0,0,40,0
37,2,112271,7,2,2,4,1,0,0,40,1
39,2,269455,9,2,4,4,1,0,0,45,0
46,2,164379,13,0,11,2,0,0,0,35,1
28,2,109621,12,2,13,4,1,0,0,40,0
36,2,104858,10,2,4,4,1,0,0,56,1
39,2,99270,9,0,0,4,0,0,0,40,0
44,2,193524,10,2,9,4,1,0,0,40,0
60,5,313946,9,2,7,4,1,0,0,40,0
35,2,162358,13,4,3,4,0,0,0,50,1
59,2,200700,13,2,2,2,1,0,0,48,1
21,2,116489,10,4,11,4,0,0,0,60,0
22,2,118310,12,4,9,4,0,0,0,16,0
31,2,352465,10,2,3,4,1,15024,0,50,1
40,2,107433,13,2,3,4,1,0,1977,50,1
33,2,296538,9,2,11,4,1,0,0,45,1
41,1,195897,14,2,9,4,1,0,0,60,0
31,4,216283,12,2,7,4,0,0,0,35,1
62,2,345780,11,0,7,4,1,0,0,40,0
43,2,216685,9,2,9,4,0,0,0,35,0
28,1,210945,13,4,9,2,0,0,0,60,0
43,2,184321,6,2,6,2,1,0,1887,40,1
55,4,322691,14,2,11,4,1,3103,0,55,1
42,2,192712,9,5,7,4,0,0,0,25,0
23,2,178272,13,4,9,4,0,0,0,40,0
55,0,321333,10,2,0,4,1,0,0,40,1
44,3,120277,13,2,3,4,1,99999,0,45,1
19,2,294029,7,4,11,3,0,0,0,32,0
23,2,112819,9,4,6,4,1,0,0,40,0
41,2,152636,9,0,2,4,0,0,0,50,0
51,2,134808,9,5,5,4,0,0,0,40,0
49,2,64216,9,0,13,4,1,0,0,90,0
29,5,214284,14,4,9,1,0,0,0,20,0
25,2,469572,10,4,9,4,1,8614,0,40,1
44,4,282722,15,2,9,4,1,99999,0,50,1
17,2,231439,7,4,5,4,1,0,0,30,0
42,3,120277,14,2,3,4,1,0,0,40,1
21,2,364685,7,4,12,4,0,0,0,35,0
26,2,18827,10,4,13,4,1,0,0,40,0
24,2,169129,10,4,9,4,1,0,0,40,0
30,2,202051,13,2,3,4,1,0,0,42,1
19,2,574271,9,4,5,4,1,0,0,28,0
65,5,29276,4,6,7,4,0,0,0,24,0
52,4,104501,10,2,12,4,1,0,0,60,1
17,2,394176,6,4,5,4,1,0,0,20,0
27,2,85625,9,4,7,4,1,0,0,22,0
53,2,340723,15,4,9,4,0,0,0,40,0
24,2,149342,13,4,11,4,0,0,0,40,0
37,2,73715,10,2,2,4,1,0,0,40,1
34,2,143083,11,2,0,4,0,0,0,18,0
40,1,290660,12,0,3,4,1,8614,0,50,1
49,1,98738,9,2,2,4,1,0,0,40,1
86,2,149912,14,4,0,4,0,0,0,40,0
49,2,309033,11,2,9,4,0,15024,0,60,1
43,4,96129,7,2,5,4,1,0,0,60,0
47,2,216096,10,3,3,4,0,0,0,35,0
32,2,171091,9,2,13,4,1,0,0,50,1
30,4,79303,11,2,4,4,1,0,0,60,0
25,1,182380,9,4,2,4,1,0,0,40,0
42,2,36271,13,2,11,4,1,0,0,40,1
60,2,118197,10,2,2,4,1,0,0,65,0
46,2,269652,10,2,2,4,1,4386,0,38,1
39,1,193815,10,2,10,4,1,0,0,40,1
28,2,141957,12,2,12,4,1,0,1887,70,1
26,2,222637,6,4,2,4,1,0,0,55,0
27,2,118230,10,4,0,4,0,0,0,40,0
59,2,174040,10,0,9,4,1,0,0,40,0
64,5,105748,9,2,4,4,1,0,0,40,0
90,4,82628,9,4,3,4,1,2964,0,12,0
51,2,205100,10,0,11,4,0,0,0,45,1
36,2,107916,9,2,13,4,1,0,2002,40,0
39,2,130620,4,3,6,3,0,0,0,40,0
47,4,235646,14,2,9,4,1,0,0,40,1
32,2,53277,14,2,3,4,1,0,0,60,1
24,2,456460,12,2,0,4,0,0,0,40,0
23,2,293091,9,4,11,4,1,0,0,30,0
62,2,210935,9,2,7,4,1,0,0,20,0
35,4,233533,13,5,2,4,1,0,0,65,0
27,2,95647,13,4,9,1,1,0,0,40,0
49,2,199763,10,0,6,4,0,0,0,35,0
18,2,74539,6,4,11,4,1,0,0,20,0
19,2,84610,10,4,7,4,0,0,0,30,0
63,3,96930,12,2,11,4,1,0,0,40,1
54,2,115602,9,2,7,2,0,0,0,40,0
24,2,237341,10,2,9,4,0,0,0,40,1
61,2,143800,6,2,13,4,1,0,0,50,1
50,3,163921,9,2,11,4,1,0,0,48,1
36,2,68273,13,2,11,4,1,0,0,40,1
21,2,113163,10,4,0,4,1,0,0,50,0
38,3,478829,15,2,9,4,1,99999,0,50,1
30,2,345705,10,2,3,4,1,0,0,40,0
22,2,385077,9,4,2,4,1,2907,0,40,0
33,2,192286,10,0,0,1,0,0,0,52,0
39,1,236391,9,2,6,4,1,0,0,38,1
42,2,106679,9,2,2,4,1,0,0,50,1
42,1,46094,13,0,13,4,1,0,0,33,0
29,2,194940,13,2,3,4,1,0,0,40,0
35,2,341643,13,4,11,4,1,0,0,55,0
23,2,210474,10,4,7,4,0,0,0,30,0
28,2,76313,10,2,2,0,1,0,0,60,0
34,2,115858,9,0,0,4,0,0,0,40,0
40,2,55191,10,4,0,2,0,0,0,40,0
67,4,364862,9,6,7,4,0,0,0,30,0
49,2,334787,9,2,7,4,1,0,0,40,0
34,2,205733,9,4,0,4,0,0,0,40,0
26,2,333677,13,4,3,4,1,2463,0,35,0
25,2,208591,9,4,6,4,1,0,0,40,0
40,2,341204,10,0,3,4,0,1831,0,30,0
56,4,115422,9,2,4,4,1,0,0,40,0
35,3,111319,12,2,11,4,1,0,1887,45,1
54,2,816750,9,2,2,4,1,0,2051,40,0
25,2,167835,13,4,3,4,0,3325,0,40,0
28,2,92262,13,2,11,4,1,0,0,40,0
31,2,91964,13,4,3,4,1,0,0,40,0
45,2,107682,9,0,0,4,0,0,0,40,0
52,5,135388,9,2,2,4,1,5013,0,40,0
39,4,597843,14,4,9,4,0,0,0,50,0
19,2,389942,9,4,11,4,1,0,0,40,0
23,2,442274,8,4,0,4,1,0,0,40,0
23,2,595461,4,4,2,4,1,0,0,40,0
52,2,284329,11,2,9,4,1,15024,0,40,1
33,4,127894,15,2,9,4,1,0,0,60,1
35,2,196899,13,4,5,1,0,0,0,50,0
58,2,212534,9,2,2,4,1,0,0,40,0
61,2,71209,9,2,2,4,1,0,0,45,1
39,2,237943,13,2,3,4,1,99999,0,70,1
38,2,190759,7,2,2,4,1,0,0,40,0
59,2,100313,9,2,3,4,1,0,1887,40,1
41,2,344624,13,0,3,4,1,0,0,50,1
19,2,87497,7,4,13,4,1,0,0,10,0
22,2,236907,10,4,5,4,1,0,0,20,0
59,2,169639,12,6,3,4,0,0,0,40,0
37,2,105803,9,2,2,4,1,3103,0,45,1
31,2,149507,8,2,2,4,1,0,0,43,0
18,2,294387,7,4,5,4,1,0,0,40,0
20,2,161708,10,4,11,4,0,0,0,35,0
28,2,282389,9,4,13,4,1,0,0,60,0
28,2,64940,10,4,7,4,0,0,0,30,0
49,2,195727,13,2,3,4,1,0,0,40,0
38,1,37931,9,2,10,4,1,0,0,40,1
19,2,170720,9,4,11,4,1,0,0,20,0
43,2,152958,13,2,3,4,1,7298,0,40,1
28,2,312372,9,2,3,2,1,15024,0,40,1
41,2,39581,10,0,0,2,0,0,0,24,0
50,2,206862,14,2,3,4,1,0,0,65,1
46,2,216934,13,0,0,4,1,0,0,40,0
20,2,143062,10,4,4,4,1,0,0,40,0
45,2,242391,13,2,3,4,1,0,0,60,1
28,2,165030,10,4,3,4,0,0,0,50,0
37,2,199251,10,2,7,4,0,0,0,40,0
46,4,353012,16,2,9,4,1,0,1902,50,1
66,2,174491,9,2,5,4,1,0,0,40,0
38,2,203138,13,2,0,4,0,0,0,50,1
25,2,220220,7,4,5,4,1,0,0,45,0
55,0,305850,15,2,3,4,1,15024,0,40,1
48,1,273402,4,2,13,4,1,0,1902,40,0
56,2,201344,10,6,2,4,0,0,0,38,0
47,4,218676,14,2,3,4,1,0,0,45,0
55,4,141807,13,2,3,4,1,0,0,40,1
41,5,222434,12,2,10,4,1,0,0,40,0
47,2,266860,10,2,11,4,1,0,0,65,1
40,2,34113,9,4,3,0,1,6849,0,43,0
41,2,159549,13,2,11,4,1,0,0,40,0
21,2,195248,10,4,11,3,0,0,0,20,0
52,2,109413,9,4,11,4,1,0,0,40,0
62,2,195343,16,0,9,4,1,15020,0,50,1
46,2,185291,7,2,5,4,1,0,0,45,1
35,4,114366,13,2,9,4,1,0,0,40,0
29,2,169631,9,3,0,4,0,0,0,40,0
21,2,163870,6,2,7,4,1,3908,0,40,0
35,2,312232,9,5,2,4,1,0,0,50,0
46,2,229737,13,2,11,4,1,0,0,50,1
35,2,161637,16,2,9,1,1,0,1902,40,1
34,2,106014,10,0,2,4,1,0,0,60,0
21,2,25265,11,4,6,4,1,0,0,30,0
29,2,71860,9,2,4,4,1,0,0,60,0
41,3,94113,14,2,3,4,1,0,0,60,1
51,4,208003,9,2,11,4,1,0,0,40,0
22,2,113550,9,4,0,4,0,0,0,40,0
47,2,83046,13,4,3,4,1,0,0,40,0
42,3,277488,15,2,9,4,1,15024,0,65,1
19,2,205830,9,4,7,4,0,0,0,40,0
46,2,273575,13,2,13,4,1,15024,0,40,1
23,2,245147,10,4,5,2,1,0,0,40,0
49,2,274720,9,2,2,2,1,0,0,40,0
58,4,163047,13,0,9,4,0,0,0,40,0
41,5,47902,13,2,0,4,1,0,0,50,1
50,2,128798,13,2,12,4,1,0,0,40,1
77,2,154205,9,6,0,4,0,0,0,10,0
27,2,176683,11,2,7,4,1,0,0,60,0
29,3,104737,9,2,2,4,1,0,0,60,0
54,2,349340,1,2,2,1,1,0,0,40,0
39,5,218249,10,5,9,2,0,0,0,37,0
32,2,281540,10,2,12,4,1,0,0,50,0
36,0,112847,13,2,9,1,1,0,0,40,0
24,1,126613,13,4,9,4,0,0,0,20,0
50,4,145419,14,2,11,4,1,7688,0,45,1
32,4,34572,9,0,4,4,1,0,0,65,0
26,2,104045,13,4,3,4,0,0,0,40,0
38,2,359001,11,2,9,4,1,0,0,42,0
47,2,105273,13,6,2,2,0,6497,0,40,0
31,2,201122,10,2,3,4,1,0,0,40,1
38,2,160035,9,2,2,4,1,0,0,55,0
50,2,167886,10,2,11,4,1,0,0,40,1
18,2,32059,7,4,5,4,1,0,0,40,0
59,3,200453,14,2,11,4,1,0,0,40,0
56,4,403072,10,2,2,4,1,0,0,50,1
34,2,37210,9,4,0,4,1,0,0,50,0
32,2,199416,13,2,9,4,1,0,0,40,0
29,2,413227,13,4,7,4,1,0,0,35,0
42,2,226902,13,2,12,4,1,0,0,45,1
37,2,195189,10,0,7,2,0,0,0,40,0
36,2,116608,9,0,3,4,0,0,0,40,0
59,2,99131,14,6,3,4,0,0,0,40,1
32,2,553405,13,2,11,4,1,99999,0,50,1
52,1,186117,9,2,10,4,1,0,0,56,1
29,5,67053,9,4,7,1,1,0,0,40,0
39,2,347960,15,4,9,4,0,14084,0,35,1
39,2,325374,10,4,0,4,1,0,0,40,0
69,2,130413,13,6,3,4,0,2346,0,15,0
43,2,111949,9,2,7,4,0,0,0,35,0
39,2,278557,11,2,2,4,1,0,1628,48,0
19,2,194905,10,4,7,4,0,0,0,30,0
60,1,195453,11,2,3,4,1,0,0,60,1
51,2,282549,9,2,6,2,1,3137,0,40,0
75,2,316119,10,6,9,4,0,0,0,8,0
37,5,252939,11,4,9,2,0,5455,0,40,0
24,5,506329,10,4,0,1,1,0,0,40,0
20,2,316043,7,4,7,2,1,594,0,20,0
58,0,319733,9,2,13,4,1,0,0,70,0
21,5,99199,14,4,13,4,1,0,0,15,0
28,2,204600,9,5,10,4,1,0,0,40,0
40,2,173307,6,2,6,4,1,0,0,40,0
45,4,34446,9,2,13,4,1,0,0,50,0
40,4,237293,15,2,9,4,0,15024,0,40,1
41,2,175642,10,4,2,4,0,0,0,40,0
58,2,203735,9,0,3,4,0,0,0,40,0
44,1,171589,11,2,2,4,1,7688,0,40,1
26,2,197967,9,2,11,4,1,0,0,65,0
29,2,413297,12,4,11,4,1,0,0,45,0
45,2,240841,14,4,9,4,0,0,0,40,0
23,2,152189,12,4,7,4,1,0,0,40,0
39,5,85874,9,0,0,4,0,0,0,40,0
45,4,176814,16,2,9,4,1,15024,0,40,1
51,1,133336,14,2,9,4,1,15024,0,40,1
22,2,362623,9,4,5,4,1,0,0,40,0
28,2,30912,9,2,0,4,1,0,0,40,0
23,2,35448,10,4,7,4,0,0,0,25,0
33,2,173248,9,2,7,2,1,0,0,35,0
37,2,49626,11,2,12,4,1,0,0,43,0
19,2,102723,10,4,0,4,0,0,0,40,0
35,2,168322,7,2,4,4,1,0,0,40,0
62,2,131117,4,0,12,4,0,0,0,38,0
25,2,110138,9,4,7,4,1,0,0,40,0
21,2,107452,9,4,2,4,1,0,0,40,0
32,2,160594,10,4,7,4,1,0,0,35,0
32,1,186784,13,2,9,4,0,5013,0,45,0
70,1,334666,9,6,0,4,0,0,0,12,0
57,2,104272,7,2,2,4,1,0,0,40,0
31,2,19491,10,4,2,4,1,0,0,40,0
37,2,128715,13,2,3,4,1,0,0,60,1
34,2,128063,9,0,7,4,0,0,0,36,0
26,4,37023,10,2,4,4,1,0,0,78,0
44,2,68748,10,2,11,4,1,0,0,48,0
66,2,140576,4,2,2,4,1,0,0,40,0
39,1,327435,9,0,2,4,0,0,0,40,0
31,2,202729,9,2,6,4,1,0,0,40,1
53,2,277471,11,2,12,4,1,0,0,40,1
36,2,189670,9,2,6,4,0,0,0,50,0
61,2,204908,5,2,2,4,1,0,0,40,0
43,2,171841,13,2,11,4,1,0,0,40,1
38,2,78247,10,2,3,4,1,0,0,40,0
26,2,68895,9,4,0,4,1,0,0,50,0
27,2,56658,9,2,5,0,1,0,0,8,0
58,1,259216,5,0,7,4,0,0,0,40,0
37,5,270278,9,0,0,4,0,0,0,12,0
56,2,238806,4,2,2,4,1,0,0,26,0
36,2,111128,10,5,3,4,1,0,0,60,1
29,2,119429,9,4,2,2,1,0,0,40,0
28,2,73037,6,4,13,4,1,0,0,30,0
61,4,84409,16,2,9,4,1,0,0,40,1
66,4,274451,5,2,4,4,1,0,0,25,1
31,2,246439,10,2,4,4,1,7298,0,50,1
21,2,124242,12,4,7,4,0,0,0,40,0
67,4,123393,9,2,13,4,1,6418,0,58,1
26,2,159732,9,6,13,4,1,0,0,40,0
21,2,161415,10,4,2,4,1,0,0,50,0
33,2,157568,9,2,6,4,1,0,0,40,0
33,2,168030,9,0,7,4,0,0,0,32,0
59,5,349910,13,2,3,4,1,10605,0,50,1
82,3,130329,4,2,4,4,1,0,0,50,0
34,5,56964,16,2,9,4,0,0,0,50,1
29,2,370509,13,2,3,4,1,0,0,50,1
19,2,106306,10,0,7,4,0,0,0,40,0
57,4,56480,9,2,3,4,1,0,0,1,0
41,2,115932,10,2,3,4,1,99999,0,50,1
55,2,154580,6,2,7,2,1,2580,0,40,0
27,2,404421,10,4,5,2,1,0,0,40,0
33,2,194901,9,4,2,4,1,0,0,45,0
43,5,164790,10,0,0,2,1,0,0,50,1
72,0,94242,10,6,12,4,0,0,0,16,0
